,level_0,index,Gender,Age,Married,NumberofDependents,City,ZipCode,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,TotalRevenue,CustomerStatus,ChurnCategory
6444,6445,6468,Female,61,Yes,0,San Francisco,94121,37.776718,-122.495781,1,71,Offer A,Yes,48.01,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,5161.71,Stayed,
6445,6446,6469,Male,20,Yes,2,Kettleman City,93239,35.996923,-120.000951,0,43,No Offer,Yes,22.83,Yes,Yes,Fiber Optic,47.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,5433.54,Stayed,
6446,6447,6470,Female,41,Yes,0,Los Angeles,90023,34.017697,-118.200577,1,41,No Offer,Yes,5.01,Yes,Yes,Fiber Optic,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4800.36,Churned,Price
6447,6448,6471,Female,34,No,0,Stockton,95204,37.974498,-121.319568,0,15,No Offer,Yes,31.68,No,Yes,Cable,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1212.0,Stayed,
6448,6449,6472,Female,23,No,0,Long Beach,90810,33.819814,-118.222416,0,22,No Offer,Yes,19.2,Yes,Yes,Fiber Optic,41.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2304.35,Stayed,
6449,6450,6473,Female,75,Yes,0,Port Hueneme,93041,34.110124,-119.100972,10,44,No Offer,Yes,20.83,Yes,Yes,Fiber Optic,9.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,5412.17,Stayed,
6450,6451,6474,Male,21,No,0,Winchester,92596,33.657433,-117.04254,0,12,No Offer,Yes,18.52,Yes,Yes,DSL,53.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1049.29,Stayed,
6451,6452,6475,Female,41,Yes,0,Felton,95018,37.089111,-122.062213,0,52,No Offer,Yes,8.25,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,1395.33,Stayed,
6452,6453,6476,Male,62,Yes,0,Fremont,94539,37.516791,-121.899117,1,17,Offer D,Yes,12.06,Yes,Yes,Fiber Optic,9.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,1659.17,Churned,Dissatisfaction
6453,6454,6477,Female,42,Yes,3,Vallecito,95251,38.055562,-120.456298,1,41,No Offer,Yes,45.26,Yes,Yes,Cable,56.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,5181.86,Churned,Price
6454,6455,6478,Female,35,No,0,Carson,90745,33.822295,-118.26411,0,10,Offer D,Yes,37.36,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1346.85,Churned,Attitude
6455,6456,6479,Female,47,Yes,0,Palm Desert,92211,33.762759,-116.324817,1,26,No Offer,Yes,15.37,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2761.42,Churned,Other
6456,6457,6480,Female,48,Yes,3,Sherman Oaks,91403,34.147149,-118.463365,1,53,No Offer,Yes,43.71,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,3462.68,Stayed,
6457,6458,6481,Female,70,No,0,Sacramento,95819,38.567594,-121.437507,0,1,No Offer,Yes,22.92,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,42.37,Churned,Dissatisfaction
6458,6459,6482,Female,45,No,2,Goodyears Bar,95944,39.564113,-120.868836,0,50,Offer B,Yes,36.11,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,5339.1,Stayed,
6459,6460,6483,Male,19,Yes,3,Newbury Park,91320,34.172071,-118.946262,1,24,Offer C,Yes,1.14,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,614.76,Stayed,
6460,6461,6484,Female,26,Yes,2,Mccloud,96057,41.251322,-122.105209,6,38,No Offer,Yes,2.86,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,889.93,Stayed,
6461,6462,6485,Male,27,Yes,0,Albany,94706,37.890274,-122.295192,1,14,No Offer,Yes,21.3,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1398.92,Churned,Dissatisfaction
6462,6463,6486,Female,69,Yes,0,Helm,93627,36.520537,-120.118055,1,24,No Offer,Yes,13.38,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2585.17,Churned,Price
6463,6464,6487,Male,65,No,0,Vallecito,95251,38.055562,-120.456298,0,19,Offer D,Yes,32.77,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2400.53,Churned,Competitor
6464,6465,6489,Female,25,Yes,0,Tahoma,96142,39.061227,-120.179546,4,42,No Offer,Yes,9.84,Yes,Yes,DSL,52.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,3984.88,Stayed,
6465,6466,6490,Female,38,Yes,0,San Francisco,94124,37.731505,-122.384532,1,63,Offer B,Yes,49.08,Yes,Yes,Cable,24.0,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,7908.19,Stayed,
6466,6467,6491,Male,20,Yes,0,Orland,95963,39.748037,-122.302169,10,56,No Offer,No,0.0,No PhoneService,Yes,DSL,30.0,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,2999.8,Stayed,
6467,6468,6492,Male,28,Yes,0,Fresno,93706,36.654614,-119.903674,1,13,No Offer,No,0.0,No PhoneService,Yes,Cable,71.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,706.85,Churned,Dissatisfaction
6468,6469,6493,Male,42,No,0,Paradise,95969,39.69676,-121.644379,0,37,Offer C,Yes,13.04,Yes,Yes,DSL,14.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,2925.78,Stayed,
6469,6470,6494,Female,70,No,0,Berkeley,94709,37.878554,-122.26609,0,18,No Offer,Yes,25.7,No,Yes,Fiber Optic,23.0,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,1971.49,Stayed,
6470,6471,6495,Male,42,No,0,Niland,92257,33.345825,-115.596574,0,44,Offer B,Yes,34.98,No,Yes,Cable,2.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,4313.67,Stayed,
6471,6472,6496,Female,57,No,0,Wendel,96136,40.345949,-120.081187,0,7,Offer E,Yes,23.35,No,Yes,DSL,6.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,614.25,Churned,Attitude
6472,6473,6497,Female,51,No,0,San Francisco,94110,37.750021,-122.415201,0,1,No Offer,Yes,26.15,No,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.15,Stayed,
6473,6474,6498,Female,56,Yes,2,Heber,92249,32.730583,-115.501083,10,69,No Offer,Yes,39.07,Yes,Yes,DSL,19.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,6755.68,Stayed,
6474,6475,6499,Female,67,Yes,0,Cobb,95426,38.838088,-122.73203,5,55,No Offer,Yes,33.21,No,Yes,Fiber Optic,4.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,6631.85,Stayed,
6475,6476,6500,Female,80,No,0,Dunlap,93621,36.789213,-119.140338,0,14,No Offer,Yes,29.96,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1950.84,Churned,Dissatisfaction
6476,6477,6501,Female,49,No,0,Orland,95963,39.748037,-122.302169,0,1,No Offer,Yes,18.34,No,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,112.74,Churned,Price
6477,6478,6502,Male,30,Yes,3,Walnut Grove,95690,38.240419,-121.587535,10,47,Offer B,Yes,11.74,Yes,Yes,DSL,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,4870.13,Stayed,
6478,6479,6503,Male,64,Yes,0,Los Angeles,90033,34.050198,-118.210946,9,72,No Offer,Yes,16.58,Yes,Yes,DSL,30.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7276.86,Stayed,
6479,6480,6504,Female,39,No,0,Pescadero,94060,37.22565,-122.297533,0,1,No Offer,No,0.0,No PhoneService,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.6,Churned,Price
6480,6481,6505,Male,40,No,0,North Hollywood,91606,34.187599,-118.387125,0,16,Offer D,Yes,40.17,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,927.07,Stayed,
6481,6482,6506,Female,23,Yes,2,Palm Desert,92260,33.694501,-116.412711,0,65,Offer B,Yes,4.75,Yes,Yes,DSL,69.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,5563.85,Stayed,
6482,6483,6507,Male,45,No,0,Salton City,92275,33.28156,-115.955541,0,18,Offer D,Yes,12.97,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,657.96,Stayed,
6483,6484,6508,Female,65,No,0,Squaw Valley,93675,36.719141,-119.202677,0,4,No Offer,Yes,36.93,No,Yes,Fiber Optic,18.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,440.52,Churned,Other
6484,6485,6509,Female,68,No,0,Ontario,91762,34.057256,-117.667677,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,4770.3,Stayed,
6485,6486,6510,Female,34,No,0,Bella Vista,96008,40.722733,-122.109666,0,21,Offer D,No,0.0,No PhoneService,Yes,DSL,4.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,770.4,Stayed,
6486,6487,6511,Female,19,No,2,Los Angeles,90005,34.059281,-118.30742,0,2,No Offer,Yes,9.12,No,Yes,Fiber Optic,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,169.89,Churned,Other
6487,6488,6512,Female,25,Yes,0,Carpinteria,93013,34.441398,-119.513163,6,72,Offer A,Yes,24.85,Yes,Yes,Fiber Optic,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,9913.4,Stayed,
6488,6489,6513,Female,23,No,0,Los Angeles,90011,34.00709,-118.258681,0,6,Offer E,No,0.0,No PhoneService,Yes,DSL,71.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,305.1,Churned,Competitor
6489,6490,6514,Male,53,Yes,0,Browns Valley,95918,39.292334,-121.320597,7,72,Offer A,No,0.0,No PhoneService,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4754.3,Stayed,
6490,6491,6515,Male,36,No,0,Garden Grove,92845,33.782955,-118.026456,0,1,No Offer,Yes,37.44,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,83.04,Stayed,
6491,6492,6516,Male,74,No,0,San Diego,92121,32.898613,-117.202937,0,1,No Offer,Yes,3.84,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,90.29,Churned,Competitor
6492,6493,6517,Female,20,No,0,Acampo,95220,38.200231,-121.235034,0,52,Offer B,Yes,33.69,Yes,Yes,Fiber Optic,52.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,7667.06,Churned,Competitor
6493,6494,6518,Female,20,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,No Offer,Yes,35.22,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,589.75,Churned,Competitor
6494,6495,6519,Female,19,Yes,3,Palmdale,93591,34.598221,-117.79593,2,48,No Offer,Yes,9.77,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,1404.86,Stayed,
6495,6496,6520,Female,23,Yes,0,Bakersfield,93311,35.16207,-119.194488,10,67,Offer A,Yes,4.71,Yes,Yes,DSL,58.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,5380.02,Stayed,
6496,6497,6521,Male,73,Yes,0,Morgan Hill,95037,37.161544,-121.649371,1,29,No Offer,Yes,6.25,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2834.9,Churned,Competitor
6497,6498,6522,Male,50,Yes,0,Chualar,93925,36.596271,-121.442274,6,65,Offer B,Yes,39.49,Yes,Yes,DSL,18.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,6876.4,Stayed,
6498,6499,6523,Female,38,Yes,0,Klamath River,96050,41.816595,-122.948287,1,17,Offer D,Yes,5.4,No,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1796.75,Churned,Competitor
6499,6500,6524,Female,40,No,0,Potter Valley,95469,39.408634,-123.045516,0,11,No Offer,Yes,48.92,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,784.42,Stayed,
6500,6501,6525,Female,22,Yes,1,Glendale,91205,34.13658,-118.245839,10,52,No Offer,Yes,2.44,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,1188.58,Stayed,
6501,6502,6526,Female,23,Yes,2,Long Beach,90813,33.781086,-118.199049,2,71,Offer A,Yes,4.32,Yes,Yes,Fiber Optic,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,8473.52,Stayed,
6502,6503,6527,Female,19,Yes,0,Los Angeles,90026,34.078991,-118.263804,1,34,No Offer,Yes,41.32,Yes,Yes,Cable,71.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3679.78,Churned,Competitor
6503,6504,6528,Male,64,No,0,Bonita,91902,32.67117,-117.00232,0,3,No Offer,Yes,33.53,No,Yes,DSL,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,289.69,Stayed,
6504,6505,6529,Male,58,No,0,Trinidad,95570,41.162295,-124.027381,0,3,Offer E,Yes,2.88,No,Yes,DSL,17.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,178.09,Churned,Competitor
6505,6506,6530,Male,23,No,0,Courtland,95615,38.311609,-121.554034,0,10,No Offer,Yes,4.29,No,Yes,Fiber Optic,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,778.4,Stayed,
6506,6507,6531,Male,76,Yes,0,Pacoima,91331,34.255442,-118.421314,1,4,No Offer,Yes,28.11,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,421.14,Churned,Competitor
6507,6508,6532,Female,60,No,0,Modesto,95351,37.621458,-121.012295,0,15,No Offer,Yes,10.43,No,Yes,Fiber Optic,29.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1286.45,Stayed,
6508,6509,6533,Female,27,No,0,Garberville,95542,40.057784,-123.679461,0,3,No Offer,Yes,26.33,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,165.34,Stayed,
6509,6510,6534,Female,67,Yes,0,Norco,92860,33.925833,-117.559639,1,52,No Offer,Yes,4.11,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,5861.67,Stayed,
6510,6511,6535,Female,77,No,0,Anaheim,92801,33.844983,-117.952151,0,21,No Offer,Yes,37.4,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2810.5,Stayed,
6511,6512,6536,Female,23,Yes,0,Salton City,92275,33.28156,-115.955541,2,68,No Offer,Yes,8.62,No,Yes,DSL,53.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,4893.29,Stayed,
6512,6513,6537,Male,76,No,0,Meadow Valley,95956,39.937017,-121.058043,0,39,No Offer,Yes,20.06,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4195.59,Stayed,
6513,6514,6538,Female,47,Yes,0,Azusa,91702,34.174493,-117.87068,1,46,No Offer,No,0.0,No PhoneService,Yes,DSL,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2007.85,Stayed,
6514,6515,6539,Female,51,No,0,Irvine,92612,33.643095,-117.810896,0,1,Offer E,Yes,30.52,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.52,Churned,Other
6515,6516,6540,Male,36,Yes,0,Antelope,95843,38.715498,-121.363411,1,13,No Offer,Yes,2.92,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,934.71,Churned,Competitor
6516,6518,6542,Female,66,Yes,0,Lotus,95651,38.815515,-120.916997,5,38,No Offer,Yes,15.78,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3469.49,Churned,Dissatisfaction
6517,6519,6543,Male,24,Yes,0,Hemet,92545,33.734933,-117.044145,5,64,No Offer,Yes,32.93,Yes,Yes,DSL,26.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,6588.22,Stayed,
6518,6520,6544,Female,74,No,0,Brownsville,95919,39.440687,-121.263583,0,13,No Offer,Yes,26.68,No,Yes,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1582.39,Stayed,
6519,6521,6545,Male,59,No,1,San Diego,92110,32.76501,-117.19938,0,5,Offer E,Yes,12.22,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,144.85,Stayed,
6520,6522,6546,Female,47,No,0,Fremont,94536,37.572273,-121.964583,0,72,Offer A,Yes,44.21,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,9880.32,Stayed,
6521,6523,6547,Female,33,Yes,0,Hemet,92545,33.734933,-117.044145,2,57,Offer B,Yes,10.05,Yes,Yes,DSL,16.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5418.25,Stayed,
6522,6524,6548,Female,26,Yes,0,Echo Lake,95721,38.851842,-120.076204,4,72,Offer A,Yes,24.32,Yes,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,10063.79,Stayed,
6523,6525,6549,Male,76,No,0,Elk Creek,95939,39.53222,-122.594879,0,1,No Offer,Yes,21.85,Yes,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,115.85,Churned,Dissatisfaction
6524,6526,6550,Male,56,No,0,Cedar Glen,92321,34.255203,-117.175654,0,1,Offer E,Yes,3.13,No,Yes,Fiber Optic,5.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.08,Churned,Attitude
6525,6527,6551,Female,31,No,2,Los Angeles,90006,34.048013,-118.293953,0,8,No Offer,Yes,12.15,Yes,Yes,Cable,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,917.7,Churned,Other
6526,6528,6552,Female,44,No,0,Moreno Valley,92555,33.907361,-117.109972,0,3,No Offer,Yes,35.54,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,316.92,Churned,Competitor
6527,6529,6553,Male,52,No,2,Los Olivos,93441,34.70434,-120.02609,0,47,Offer B,Yes,25.25,No,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3840.8,Stayed,
6528,6530,6554,Male,69,Yes,0,Pine Valley,91962,32.800671,-116.483363,7,69,No Offer,No,0.0,No PhoneService,Yes,DSL,13.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,2134.3,Stayed,
6529,6531,6555,Male,40,Yes,2,Imperial Beach,91932,32.579134,-117.119009,3,38,No Offer,Yes,24.16,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,1635.38,Stayed,
6530,6532,6556,Male,31,No,0,Chester,96020,40.243494,-121.154733,0,26,Offer C,Yes,31.73,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,1343.28,Stayed,
6531,6533,6557,Female,46,Yes,3,Meridian,95957,39.068071,-121.832638,1,14,Offer D,Yes,26.58,Yes,Yes,Fiber Optic,53.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1576.02,Stayed,
6532,6534,6558,Male,29,No,0,Los Alamos,93440,34.758699,-120.275839,0,11,Offer D,Yes,27.84,No,Yes,Cable,59.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1036.19,Stayed,
6533,6535,6559,Female,74,No,0,Paskenta,96074,39.884395,-122.587513,0,2,Offer E,Yes,39.63,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,248.66,Churned,Price
6534,6536,6560,Male,53,No,0,Twain,95984,40.022184,-121.062384,0,1,No Offer,Yes,40.49,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,59.34,Churned,Dissatisfaction
6535,6537,6561,Female,55,Yes,0,Porter Ranch,91326,34.281911,-118.556218,0,27,Offer C,Yes,20.02,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,3221.69,Stayed,
6536,6538,6562,Male,44,No,0,Quincy,95971,39.971228,-121.041166,0,8,No Offer,Yes,7.02,No,Yes,DSL,23.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,401.56,Stayed,
6537,6539,6563,Female,29,Yes,0,San Jose,95130,37.277592,-121.986477,4,23,No Offer,Yes,11.4,No,Yes,DSL,58.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,1772.08,Stayed,
6538,6540,6564,Female,54,No,0,Kirkwood,95646,38.631489,-120.015167,0,13,Offer D,Yes,6.78,Yes,Yes,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1412.9,Churned,Price
6539,6541,6565,Female,34,Yes,0,Princeton,95970,39.424957,-122.039307,1,60,Offer B,Yes,30.23,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,8444.71,Stayed,
6540,6542,6566,Female,23,Yes,2,Fall River Mills,96028,41.017282,-121.468945,3,6,No Offer,Yes,30.17,No,Yes,DSL,48.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,496.97,Stayed,
6541,6543,6567,Male,68,Yes,0,Mc Kittrick,93251,35.38381,-119.730885,2,7,No Offer,Yes,6.81,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,532.92,Stayed,
6542,6544,6568,Male,64,No,3,Rio Oso,95674,38.954144,-121.482536,0,66,Offer A,Yes,23.81,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,3245.26,Stayed,
6543,6545,6569,Male,57,Yes,0,Avenal,93204,35.916943,-120.129921,2,72,Offer A,Yes,10.97,Yes,Yes,DSL,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6941.74,Stayed,
6544,6546,6570,Male,62,No,0,La Honda,94020,37.285677,-122.224165,0,33,Offer C,Yes,5.91,Yes,Yes,DSL,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1860.23,Stayed,
6545,6547,6571,Male,60,Yes,0,Desert Hot Springs,92240,33.948558,-116.516976,3,23,No Offer,Yes,36.14,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,1317.42,Stayed,
6546,6548,6572,Female,50,Yes,2,Honeydew,95545,40.342928,-124.063329,5,59,Offer B,Yes,47.05,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,7970.0,Stayed,
